gene_name,Asn1,Asn2,Nitrate1,Nitrate2,Ni_N1,Ni_N2,Ni_SM1,Ni_SM2
Phatr3_J39940,432,544,450,601,757,475,417,515
Phatr3_EG02546,368,292,293,332,383,377,566,600
Phatr3_J39942,439,547,446,580,796,424,240,287
Phatr3_J39943,3,11,8,10,15,4,185,158
Phatr3_EG02545,2318,1462,2035,2507,3999,2657,4477,5185
Phatr3_J49269,1611,1143,1183,1341,1613,1169,396,456
Phatr3_J49270,340,371,282,480,482,329,418,481
Phatr3_EG00352,130,83,102,84,75,110,289,303
Phatr3_J49272,187,113,154,127,147,173,449,400
Phatr3_J39949,667,534,657,578,677,614,722,842
Phatr3_J15764,391,278,447,564,629,546,509,643
Phatr3_EG00327,2840,1859,2511,2394,2994,2531,2828,2933
Phatr3_J7164,3569,2294,2100,2435,3427,2789,1372,1696
Phatr3_J49275,16,27,4,36,36,7,29,29
Phatr3_EG00348,0,0,0,0,0,0,0,0
Phatr3_J49276,166,105,147,104,151,130,115,111
Phatr3_J49277,576,529,362,501,469,387,2461,2586
Phatr3_J49278,1280,1031,505,803,695,606,918,932
Phatr3_J49279,634,403,595,743,533,581,214,268
Phatr3_J49280,2044,2687,494,461,477,502,1262,1234
Phatr3_J49281,2705,3871,1322,1370,1398,1063,10514,12497
Phatr3_J49282,112,50,237,178,246,227,2237,2159
Phatr3_J49283,184,132,199,142,183,223,1490,1506
Phatr3_J39961,1878,1141,1958,2168,2079,2195,4149,4572
Phatr3_J15806,70,27,176,217,187,147,1225,1290
Phatr3_J49286,174,343,3011,5235,9313,1692,1935,2129
Phatr3_J49287,18024,29625,16352,23376,28690,16454,11836,14378
Phatr3_J49288,5407,5237,3026,4626,5442,4681,1082,1304
Phatr3_J52539,2762,3228,2071,3015,3483,2140,3428,3443
Phatr3_EG00330,6198,4837,7885,8623,8222,8287,4281,4756
Phatr3_J39968,130,82,113,137,166,148,337,284
Phatr3_J39969,18,21,52,12,12,15,134,165
Phatr3_J49291,1733,1110,735,1122,1170,923,418,522
Phatr3_J42282,6619,5740,7466,12229,12042,9394,2759,3432
Phatr3_EG01935,165,171,127,246,256,185,164,200
Phatr3_EG01934,1105,675,876,794,950,999,1142,1131
Phatr3_J1372,445,536,396,1076,1290,641,884,1043
Phatr3_J49295,7601,6142,4299,4838,5758,5431,4916,6513
Phatr3_J49296,678,555,413,480,501,422,610,799
Phatr3_J49297,2600,2421,1591,2529,2722,2275,2939,3649
Phatr3_J7678,1398,1168,1005,1545,1564,1263,969,1267
Phatr3_J39978,312,219,227,272,277,323,434,475
Phatr3_J49299,244,206,221,237,328,301,395,398
Phatr3_J49300,441,338,440,477,397,435,150,194
PTsRNA00013a,0,0,0,0,0,0,0,0
Phatr3_EG02549,8435,6867,7748,8626,8973,8177,2479,3249
Phatr3_J49302,3999,2222,2396,2732,3471,2893,1399,1502
Phatr3_EG02551,380,240,284,261,354,287,244,268
Phatr3_J49304,504,340,351,290,437,415,208,263
Phatr3_EG02550,1807,1136,1410,1245,1551,1214,477,558
Phatr3_EG02548,947,1078,994,1241,1169,1033,1358,1828
Phatr3_EG02547,3184,2200,2304,2652,3145,2548,1646,1820
Phatr3_J15740,10487,11046,14117,13898,14217,11999,4699,6207
Phatr3_J39989,461,575,395,475,494,377,185,216
Phatr3_J49308,826,731,597,665,991,679,464,506
Phatr3_J49309,431,448,337,509,502,369,1745,2001
Phatr3_J49310,428,359,275,462,442,369,437,493
Phatr3_J39993,357,330,160,363,324,214,398,445
Phatr3_J6292,2891,1711,2034,1604,2003,2052,2566,2551
Phatr3_EG00340,329,170,413,258,278,175,120,139
Phatr3_J49312,237,152,920,280,360,135,159,225
Phatr3_J39996,123,67,116,62,88,114,179,189
Phatr3_J49313,2526,2738,2319,3196,3107,2671,1706,2070
Phatr3_J49314,189,212,219,257,299,224,556,595
Phatr3_J15801,89,113,88,126,134,100,200,240
Phatr3_J49316,916,647,417,754,866,657,550,514
Phatr3_EG00357,449,275,191,226,234,245,435,535
Phatr3_J49318,312,232,111,163,122,103,249,228
Phatr3_J15795,1020,714,1843,1929,1709,1533,922,856
Phatr3_J49320,1295,745,1100,1093,1043,1130,1664,1674
Phatr3_J49321,843,790,724,828,1064,780,388,373
Phatr3_J15797,91,118,120,109,125,123,330,358
Phatr3_J49323,842,686,620,696,649,585,7645,7645
Phatr3_J55029,223,166,283,234,295,274,835,1026
Phatr3_J49325,2720,1793,2688,3066,2942,3417,850,1089
Phatr3_J49326,759,402,624,580,596,562,925,829
Phatr3_J49327,139,100,153,152,214,116,295,297
Phatr3_J49328,1081,927,1285,985,885,947,761,878
Phatr3_J30246,2292,1275,3151,1521,1449,1525,3505,3963
Phatr3_J2542,555,398,530,518,516,366,199,214
Phatr3_J15848,174,216,215,206,198,175,145,147
Phatr3_EG02233,3472,2541,2185,2487,2972,2585,3711,3680
Phatr3_J55031,273,248,125,143,189,157,173,200
Phatr3_J49335,364,289,263,333,365,332,550,553
Phatr3_J40020,5,10,15,6,27,15,60,89
Phatr3_J49336,81,107,79,99,95,73,120,95
Phatr3_J40022,1,6,4,22,11,5,31,37
Phatr3_J40023,20,12,26,22,20,14,21,55
Phatr3_J49337,381,302,452,463,466,432,268,247
Phatr3_J15768,746,657,459,665,681,635,452,622
Phatr3_J49339,10329,12543,2081,4150,5234,3901,1633,2025
Phatr3_EG02235,1319,1047,1141,1329,1451,1293,1287,1467
Phatr3_J49342,8021,7270,7670,8812,10249,6667,3160,4319
Phatr3_J49343,505,384,560,357,391,363,1727,1964
Phatr3_J40031,453,388,638,740,965,725,195,160
Phatr3_J49344,153,178,170,223,263,238,60,88
Phatr3_EG02552,14158,15720,14456,19541,18799,16732,4972,6485
Phatr3_J49346,251,208,173,182,176,183,1596,1701
Phatr3_EG02236,208,148,82,109,133,122,168,171
Phatr3_EG00335,1052,945,535,583,730,658,587,660
Phatr3_J55035,2143,2642,1400,2132,2361,1800,1501,1778
Phatr3_J40038,0,0,0,0,0,0,0,0
Phatr3_EG00331,0,0,0,0,0,0,0,0
Phatr3_J49350,377,232,181,255,309,284,206,163
Phatr3_J49351,240,161,170,187,157,225,149,146
Phatr3_J49352,994,797,565,500,1251,1032,561,525
Phatr3_J49353,632,409,542,408,477,652,191,250
EPrPhatr3G00000013114,0,0,0,0,0,0,0,0
PTsRNA00047a,0,0,0,0,0,0,0,0
Phatr3_J40043,164,144,164,205,189,156,96,72
Phatr3_J40044,275,183,196,241,295,249,110,143
Phatr3_EG02555,776,572,539,663,715,563,283,328
Phatr3_J49355,292,310,139,142,295,263,859,806
Phatr3_J4593,348,227,278,298,329,381,268,187
Phatr3_J40048,133,131,325,388,454,307,135,152
Phatr3_J49357,283,300,135,365,354,214,1886,1945
Phatr3_J49358,137,92,125,80,115,102,98,105
Phatr3_J30282,1173,811,721,818,947,807,1390,1483
Phatr3_J40052,683,571,598,735,659,742,400,443
Phatr3_EG02553,439,429,346,377,584,498,2123,2229
Phatr3_EG02554,472,309,236,402,384,314,506,490
Phatr3_J6807,1000,1081,896,1359,1339,1038,727,822
Phatr3_J23164,4639,3996,6135,8438,7724,6549,2308,2930
Phatr3_EG00261,2178,1575,1493,1677,1812,1686,1386,1543
Phatr3_EG00283,202,155,107,157,132,136,139,198
Phatr3_J55037,3207,1915,2104,2054,1690,1782,2061,2559
Phatr3_J49367,931,577,822,907,1087,944,1766,1806
Phatr3_J49368,775,678,673,727,707,720,512,575
Phatr3_J23168,231,269,245,251,303,281,459,533
Phatr3_J15952,787,576,515,555,688,645,741,693
Phatr3_EG00263,3,2,0,4,9,0,1,0
Phatr3_J40063,1264,1029,1215,1541,1605,1316,769,781
Phatr3_J49372,336,220,223,241,208,241,130,144
Phatr3_J49373,744,690,968,1211,1132,986,476,523
Phatr3_J52551,444,332,330,287,397,344,642,705
Phatr3_J49374,947,871,1069,1223,1079,1118,1066,1051
Phatr3_J40068,809,1068,471,747,769,511,4578,5459
Phatr3_J16014,1008,889,844,770,857,864,1965,2247
Phatr3_J40070,1001,1140,341,612,556,543,575,516
Phatr3_EG00292,0,0,0,0,0,0,0,1
Phatr3_EG00285,0,0,2,0,0,1,0,0
Phatr3_J49377,2299,1997,3495,4381,4853,3329,1040,1311
Phatr3_EG01923,2300,3021,1280,2664,2429,1850,845,959
Phatr3_EG00274,2406,2902,2465,2555,2337,2688,767,940
Phatr3_EG01920,770,783,759,767,705,710,368,496
Phatr3_EG00266,0,0,0,0,0,0,0,0
Phatr3_EG00271,0,0,0,0,0,0,0,0
Phatr3_EG00264,0,0,0,0,0,0,0,0
Phatr3_J49379,15,12,4,11,18,11,31,23
Phatr3_EG00275,5,0,0,0,1,0,0,0
Phatr3_EG00278,4,0,0,0,1,0,3,2
Phatr3_J49381,2,0,0,0,2,0,0,0
Phatr3_J40078,1797,1872,294,491,497,434,186,252
Phatr3_J40079,1465,1541,1153,1465,1334,1442,918,1107
Phatr3_EG02226,3430,2856,3256,5948,5824,4050,1599,1927
Phatr3_J49385,1283,1020,842,743,1011,929,1784,1929
Phatr3_J49386,891,802,700,793,901,744,1456,1521
Phatr3_J49387,216,482,110,186,147,135,189,237
Phatr3_EG00267,149,153,153,124,167,130,525,533
Phatr3_J49388,914,763,278,358,482,367,244,361
Phatr3_J49389,5200,3909,2574,3429,3796,3037,4908,5752
Phatr3_J15862,1070,1290,371,463,466,460,256,325
Phatr3_J40088,341,291,221,201,310,220,192,190
Phatr3_J49391,1373,1124,668,756,995,791,7420,8067
Phatr3_J49392,812,740,695,749,828,733,1166,1395
Phatr3_J30315,6670,8733,6904,10508,10264,9099,2222,2970
EPrPhatr3G00000013087,3,6,0,8,9,3,0,12
Phatr3_EG00286,112,68,76,74,62,95,211,256
Phatr3_EG00272,1517,1545,997,1595,1418,1383,859,892
Phatr3_J49396,677,591,495,636,609,567,385,430
Phatr3_J23198,563,398,349,436,459,422,765,891
Phatr3_J49398,2207,1861,1200,1953,2120,1707,1340,1487
Phatr3_J40097,272,222,168,239,230,194,310,309
Phatr3_J49399,1271,1267,1076,868,874,745,5655,6656
Phatr3_J49400,1312,1045,1886,2273,2245,2069,2033,2198
Phatr3_J49401,101,55,319,395,280,189,700,794
Phatr3_J40101,630,616,321,524,555,457,313,340
Phatr3_EG00269,324,327,270,399,424,309,368,330
Phatr3_EG02557,628,582,404,540,616,538,392,541
Phatr3_EG02563,806,568,622,541,550,593,658,758
Phatr3_EG02562,646,584,563,633,820,799,763,831
Phatr3_EG02556,1348,998,1246,1163,1193,1226,2201,2716
Phatr3_J16032,2015,1537,1605,1889,1963,1836,7278,7507
Phatr3_J49408,1274,937,803,779,946,863,1741,1962
Phatr3_J49409,893,929,680,740,931,660,1317,1466
Phatr3_J49410,480,363,338,441,392,311,2118,2082
Phatr3_J40111,619,506,609,503,536,499,484,477
Phatr3_J49411,673,508,454,679,690,619,428,440
Phatr3_J30334,1521,1134,1203,1163,1246,1172,1252,1455
Phatr3_J6586,899,690,715,867,844,689,608,746
Phatr3_EG00276,322,382,166,399,376,291,198,210
Phatr3_EG00288,0,0,0,0,0,0,1,1
Phatr3_J49414,1652,1549,1200,1665,1718,1652,11558,11817
Phatr3_J49415,667,773,568,921,855,615,320,369
Phatr3_J15929,506,537,591,454,716,521,2028,1938
Phatr3_J49417,423,398,281,324,422,404,911,993
Phatr3_J49418,933,927,579,803,902,840,737,894
Phatr3_J49419,258,223,147,212,208,213,164,175
Phatr3_J49420,448,444,429,545,559,483,1457,1526
Phatr3_J49421,560,480,413,505,510,471,398,498
Phatr3_J49422,923,1060,592,745,811,697,545,541
EPrPhatr3G00000013091,0,0,5,0,1,0,2,3
Phatr3_EG02225,1829,1638,1418,1662,2132,1773,1030,1130
Phatr3_J49425,2929,3000,1588,3114,3432,2435,6692,7715
Phatr3_EG02558,2803,2346,1982,2410,2756,2474,1842,2299
Phatr3_EG02560,689,495,554,542,592,719,717,730
Phatr3_EG02561,322,296,323,287,383,364,616,525
Phatr3_J3183,391,449,310,473,534,395,845,799
Phatr3_J49430,720,713,754,828,915,753,1860,2050
Phatr3_J49431,43,27,203,67,107,42,7765,7203
Phatr3_J6151,631,461,795,760,777,734,531,694
Phatr3_EG02559,421,593,97,151,169,174,282,303
Phatr3_J40135,150,41,209,292,227,259,329,358
Phatr3_J40136,75,50,103,244,151,176,543,627
Phatr3_J49434,669,487,526,492,591,596,1312,1379
Phatr3_J49435,715,623,482,595,674,605,986,1103
Phatr3_J49436,1164,931,515,592,683,778,757,574
Phatr3_J49437,2152,1485,1975,2353,2399,2501,705,701
Phatr3_J23224,1014,776,611,768,829,773,657,703
EPrPhatr3G00000013095,0,1,5,2,4,2,2,7
Phatr3_J49439,408,416,292,397,421,312,629,814
Phatr3_J30352,10075,6504,7145,7635,8195,7774,1326,1615
Phatr3_J49441,1406,1253,600,650,773,784,689,732
Phatr3_J49442,516,329,422,422,443,467,207,217
Phatr3_J49443,738,699,394,724,646,559,803,917
Phatr3_J40147,167,152,147,196,228,186,924,1070
Phatr3_J40148,281,284,242,259,246,236,189,288
Phatr3_J49445,125,119,75,125,120,84,1121,1071
Phatr3_EG00289,302,221,190,210,192,213,985,1013
Phatr3_J40151,74,37,33,41,32,26,249,263
Phatr3_EG00291,714,594,564,599,696,470,450,525
Phatr3_J40152,254,200,192,196,204,196,233,252
Phatr3_J49447,585,527,701,736,784,783,278,358
Phatr3_J40154,969,798,927,1095,1208,1191,539,556
Phatr3_J15960,379,494,154,390,390,272,197,200
Phatr3_J49450,822,967,320,318,288,312,164,242
Phatr3_J49451,345,262,164,242,277,177,540,576
Phatr3_EG00281,0,0,0,0,0,0,0,0
Phatr3_J40158,1341,1098,551,1151,1361,939,1948,1919
Phatr3_J49453,1902,1258,1701,1483,1645,1584,7993,8456
Phatr3_J49454,201,136,151,128,178,165,1046,1012
Phatr3_EG01919,214,131,153,231,417,293,535,545
Phatr3_EG01918,537,367,514,319,368,460,406,368
Phatr3_J40162,389,200,288,290,339,221,1063,1347
Phatr3_J40163,1054,1039,836,1018,1076,902,1128,1254
Phatr3_J49457,145,81,67,41,92,86,247,255
Phatr3_J15977,8296,7610,4720,5136,5458,6017,5246,6056
Phatr3_EG00284,183,162,146,193,249,178,131,197
Phatr3_J49459,3748,2435,2269,2660,3103,3137,2960,3202
Phatr3_J30365,2241,2792,511,651,619,723,465,549
Phatr3_J49461,143,144,338,437,744,413,760,1000
Phatr3_J49462,511,384,552,545,670,627,530,536
Phatr3_J55046,5541,4455,4142,5053,5093,6279,1584,1695
Phatr3_J40171,787,538,486,475,557,631,598,651
Phatr3_J40172,538,480,499,526,604,475,314,372
Phatr3_J49464,2806,2683,2686,2867,3341,2358,1042,1421
Phatr3_J40174,5146,3447,2859,3201,3293,3130,2582,3285
Phatr3_J49466,636,363,462,471,504,525,4614,4220
Phatr3_J40176,426,340,243,336,309,366,196,227
Phatr3_J49467,6002,5901,3965,5565,6216,3510,1364,2016
Phatr3_EG00268,56,44,51,52,47,45,39,56
Phatr3_J15870,148,145,128,125,137,147,130,97
Phatr3_J49469,563,594,338,582,592,393,480,513
Phatr3_J52561,758,573,558,636,687,629,621,563
Phatr3_J49471,1390,988,885,883,861,877,938,1050
Phatr3_J49472,1221,860,810,989,1128,853,1307,1419
Phatr3_EG00277,563,340,458,385,457,456,1045,1039
Phatr3_J15937,2360,1521,1643,1677,1947,1674,2855,2875
Phatr3_J16021,472,384,372,414,537,412,278,363
Phatr3_EG00279,415,201,308,274,245,347,195,202
Phatr3_J49474,465,314,367,282,349,397,201,192
Phatr3_J40186,48,25,40,35,37,28,80,57
Phatr3_J49475,270,165,145,84,157,173,258,180
Phatr3_EG00270,741,589,649,653,670,668,690,806
Phatr3_J15913,1695,1128,1442,910,1150,1433,1392,1597
Phatr3_EG00262,587,377,492,366,446,601,634,570
Phatr3_EG00282,1704,1186,1209,1096,1257,1333,859,1048
Phatr3_EG00273,932,626,578,564,673,695,555,518
Phatr3_J40189,5,4,1,1,5,5,3,1
Phatr3_EG00293,157,130,82,85,102,109,179,221
Phatr3_J15922,118,97,101,54,77,72,103,105
Phatr3_J49478,1437,1054,910,982,1221,1128,1256,1218
Phatr3_J23247,1501,1213,1576,2232,2138,1658,892,1134
Phatr3_J40193,98,76,179,220,329,224,225,236
Phatr3_J49480,1503,1148,1264,1092,1422,1299,1160,1432
Phatr3_EG02564,1201,971,760,784,1061,847,925,876
Phatr3_J49482,403,348,683,262,329,293,940,1097
Phatr3_J15863,1729,1353,863,1071,1046,1070,662,575
Phatr3_J16008,829,703,865,796,883,726,364,364
Phatr3_J40199,2557,2255,2584,3087,2630,3398,610,655
Phatr3_J40200,491,557,323,649,628,730,414,409
Phatr3_J23253,232,211,66,152,201,166,210,161
Phatr3_J49486,540,533,301,469,419,318,309,381
Phatr3_J49487,791,586,476,552,612,575,349,475
Phatr3_J49488,1124,969,653,606,655,828,580,693
Phatr3_J23257,35774,34488,34345,42391,49796,38929,11057,13604
Phatr3_J55057,30522,30584,29912,43133,45822,29699,13130,17370
Phatr3_J49491,2004,1532,1475,1432,1579,1460,709,824
Phatr3_J23260,1396,1130,1098,1351,1523,1252,892,1030
Phatr3_J40209,592,574,186,307,334,262,264,318
Phatr3_J30389,842,635,883,689,966,632,993,1092
Phatr3_J49494,1222,979,1097,880,1368,878,557,702
Phatr3_J49495,1348,1249,1122,1350,1385,1157,772,1016
Phatr3_J49496,200,172,179,287,302,237,307,346
Phatr3_J40214,245,219,228,293,289,279,231,264
Phatr3_J49497,982,776,801,799,872,895,772,907
Phatr3_EG00265,0,0,0,0,0,0,2,9
Phatr3_EG02568,724,400,548,529,713,639,1793,1720
Phatr3_EG02569,913,1086,670,974,1012,751,859,978
Phatr3_J49500,2149,1258,1382,1385,1430,1636,1550,1880
Phatr3_EG02572,35,16,29,29,31,22,93,53
Phatr3_J49501,731,582,806,717,838,803,467,625
Phatr3_J49502,624,756,232,368,334,351,115,122
Phatr3_J30394,2659,2371,1729,2218,2677,2035,1430,1557
Phatr3_EG00290,1599,1669,1172,1387,1566,1262,6078,7732
Phatr3_EG00287,929,577,600,487,666,614,1248,1298
Phatr3_J4127,670,496,527,518,587,580,575,597
Phatr3_J49505,1277,1081,914,880,1432,1024,1275,1486
Phatr3_J49506,137,109,34,62,88,84,63,76
Phatr3_J49507,2339,1604,1288,1860,2223,1564,854,914
Phatr3_J49508,712,771,589,784,863,729,424,548
Phatr3_J40228,5,5,0,0,6,5,12,10
Phatr3_EG02567,198,254,204,541,387,237,65,81
Phatr3_EG02565,3634,2789,4275,4614,4851,4118,1586,1683
Phatr3_J49510,5348,4180,3793,4275,4449,3544,3465,4506
Phatr3_EG02571,1513,1077,816,903,1052,914,797,919
Phatr3_J15968,4827,4298,942,712,2187,684,3915,4520
Phatr3_J23281,6233,5474,5533,7602,9026,6232,2710,3652
Phatr3_J49514,109,108,46,79,55,71,299,388
Phatr3_J40235,637,404,395,415,466,399,334,414
Phatr3_J15884,593,452,303,396,440,443,311,408
Phatr3_EG02566,1397,1280,451,569,540,706,269,283
Phatr3_J40238,354,293,333,265,281,243,256,243
Phatr3_J40239,313,294,231,292,272,287,312,274
Phatr3_J42302,486,565,293,348,262,275,198,248
Phatr3_J15917,321,228,234,334,303,297,399,443
Phatr3_J49518,536,481,130,194,211,215,210,298
Phatr3_J23292,333,336,295,409,489,412,492,514
Phatr3_J16018,1234,868,944,1033,1003,1037,407,466
Phatr3_J49520,771,603,892,1154,1205,1121,470,486
Phatr3_J49521,806,517,448,476,524,479,933,1091
Phatr3_J49522,1435,1316,870,955,836,852,519,672
Phatr3_J49523,2323,2198,1340,2476,2302,1811,1101,1486
Phatr3_J49524,1017,666,561,637,743,718,665,776
Phatr3_EG02570,649,438,314,375,453,352,281,378
Phatr3_EG01924,983,506,567,681,737,704,172,237
Phatr3_EG01922,435,301,260,341,363,271,205,274
Phatr3_J49527,940,478,528,629,706,621,210,245
Phatr3_J49528,763,567,434,557,649,582,416,430
Phatr3_J40254,0,0,0,0,1,0,0,0
Phatr3_J49529,737,611,422,547,547,520,1451,1516
Phatr3_J15859,3061,2249,1866,2147,2518,2421,2980,3467
Phatr3_J15935,2690,1905,1564,1519,1447,1706,1130,1362
Phatr3_J15980,12507,12369,15355,14787,16280,14283,3530,3923
Phatr3_J49533,1171,1895,1493,2094,2752,1481,1111,1323
Phatr3_J49534,640,840,367,287,616,350,743,898
Phatr3_J40261,1258,1103,894,809,1112,900,725,960
EPrPhatr3G00000013107,0,0,2,0,3,0,2,0
Phatr3_J23306,805,876,480,619,787,685,517,643
Phatr3_J49537,312,287,266,335,426,321,405,433
Phatr3_J40264,628,506,663,677,916,731,561,661
Phatr3_J49538,771,701,494,575,603,477,3299,3365
Phatr3_EG02227,4350,3155,1828,1999,2324,2274,1588,2123
Phatr3_J16036,2260,3052,517,679,562,503,389,492
Phatr3_J49542,1885,1526,1611,1654,1642,1869,1332,1596
Phatr3_J30436,5247,5097,4486,5804,6201,5013,3597,4499
Phatr3_J40271,269,262,256,332,325,292,686,793
Phatr3_J23314,1366,1046,944,1109,1250,1168,999,1057
Phatr3_J40273,600,387,602,718,687,554,2890,3185
Phatr3_J49544,577,489,812,996,872,835,438,603
Phatr3_J49545,569,500,497,542,551,457,339,471
Phatr3_J51214,16627,12440,7217,11473,11819,11498,9541,10284
Phatr3_J40277,429,393,370,331,412,434,169,225
Phatr3_J40278,1,0,0,0,2,1,4,12
Phatr3_J40279,3,3,6,6,3,2,13,13
Phatr3_EG00280,2,10,6,18,16,7,12,22
Phatr3_J40280,3,6,0,1,3,2,35,44
Phatr3_J49547,2001,1560,2098,2276,2179,2085,1776,2244
Phatr3_J40282,1096,897,923,1146,1098,1016,1223,1377
Phatr3_J30446,2141,2001,1434,2013,1894,1842,823,1071
Phatr3_EG00302,1164,1280,1764,1932,2371,1498,655,796
Phatr3_J55067,266,200,203,238,287,304,135,159
Phatr3_J49550,2485,1973,1708,2304,2209,2249,902,908
Phatr3_J49551,663,525,600,493,549,667,426,481
Phatr3_J16155,408,356,186,218,263,255,297,321
Phatr3_J49552,321,471,232,359,537,294,418,499
Phatr3_J49553,347,291,269,262,279,252,483,491
Phatr3_J23324,5222,6602,5935,7994,8250,6781,1544,2366
Phatr3_J49555,555,729,295,439,681,408,1091,1325
Phatr3_J49556,562,526,351,409,742,661,402,524
Phatr3_J49557,638,334,492,339,797,1077,248,549
Phatr3_EG01932,1414,726,880,720,885,1089,574,623
Phatr3_EG01933,2595,1585,1916,1971,1974,2240,1441,1566
Phatr3_J49559,852,901,515,675,1034,689,1848,2112
Phatr3_J16120,343,261,259,307,422,387,222,254
Phatr3_J42307,2726,2652,1716,2575,2732,2197,1114,1310
Phatr3_J49562,328,250,157,216,256,199,146,174
Phatr3_J49563,398,358,217,327,323,245,240,333
Phatr3_J40300,117,122,102,116,134,73,191,230
Phatr3_J49564,1040,745,436,599,741,690,250,414
Phatr3_J16141,2025,1795,884,1192,1194,1296,535,664
Phatr3_J40303,340,302,310,442,413,367,324,350
Phatr3_J49566,489,241,299,277,266,251,482,593
Phatr3_J49567,10091,7490,6374,6433,7784,6827,5450,6837
Phatr3_J49568,741,546,452,498,687,537,1823,1670
Phatr3_J16063,433,340,397,455,443,388,570,660
Phatr3_J49570,544,500,459,329,391,433,715,754
Phatr3_J49571,8155,5258,5244,6284,9072,5840,1559,2075
Phatr3_J49572,384,195,288,310,308,342,165,194
Phatr3_J8457,722,1166,152,187,239,231,127,145
Phatr3_J49574,567,477,438,555,675,439,471,668
Phatr3_J16125,1068,2960,1651,4440,4163,999,343,1156
Phatr3_J49575,408,433,259,301,391,412,414,448
Phatr3_J49576,25,70,32,73,68,20,96,114
Phatr3_J40315,405,407,469,387,474,408,953,1128
Phatr3_J55069,1169,847,856,917,1093,988,416,429
Phatr3_J40317,133,134,88,175,119,112,54,88
Phatr3_EG00324,0,0,0,0,0,0,0,0
Phatr3_J49578,1276,1238,797,1087,1319,887,521,735
Phatr3_J49579,653,402,566,586,685,672,467,494
Phatr3_J49580,188,157,198,368,429,199,710,822
Phatr3_J16157,246,211,288,290,401,332,487,494
Phatr3_J40322,19,11,14,4,7,7,1744,1892
Phatr3_J30461,4195,3884,4367,5374,5497,4892,5381,5428
Phatr3_J30466,135,89,108,140,148,110,460,518
Phatr3_J40325,2415,1893,1219,1320,1835,1566,2847,2750
Phatr3_J4014,214,162,215,638,422,287,305,365
Phatr3_EG00298,0,0,0,0,0,0,0,0
Phatr3_J30471,765,636,784,1969,1203,1081,273,412
Phatr3_EG00314,10,14,48,38,28,8,1,6
Phatr3_J49586,5855,3912,3568,3473,3819,3320,5165,6733
Phatr3_J40329,368,324,378,474,627,422,165,282
Phatr3_J49588,308,221,122,220,215,189,758,828
Phatr3_J49589,125,82,157,119,136,80,99,94
Phatr3_J49590,489,325,311,362,340,341,313,355
Phatr3_J49591,17,52,35,65,64,17,153,192
Phatr3_J49592,1270,800,587,580,756,675,1653,1901
Phatr3_J16052,829,602,742,1013,864,657,1804,2203
Phatr3_EG00313,0,0,0,0,0,0,0,0
Phatr3_J49594,2368,1095,2802,2047,2085,2149,2052,3965
Phatr3_J49595,1235,720,889,910,935,842,1376,1515
Phatr3_EG00310,1,1,0,0,2,0,10,13
Phatr3_J40338,10,22,12,10,19,1,33,49
Phatr3_J49596,2742,2583,2402,2848,3550,2309,5786,6595
Phatr3_J55070,4312,1778,2437,2086,1518,1609,2245,3369
EPrPhatr3G00000013165,0,0,0,0,0,0,0,0
PTsRNA00048a,0,0,0,0,0,0,0,0
Phatr3_J49598,146,94,307,503,810,314,1489,1942
Phatr3_J49599,869,613,620,654,734,727,787,900
Phatr3_EG01928,418,259,313,311,381,308,587,741
Phatr3_EG01929,424,282,285,375,499,311,529,524
Phatr3_J49601,4734,2779,2773,3579,3414,3289,4094,4916
Phatr3_J49602,719,568,555,535,527,604,417,479
Phatr3_J16065,283,296,231,266,226,209,3429,3559
Phatr3_J40347,363,251,232,225,290,267,989,1099
Phatr3_EG00297,52,74,59,159,148,32,236,272
Phatr3_J49604,3078,3312,2616,5753,4964,4119,2265,2793
Phatr3_J40349,264,164,211,208,205,208,425,500
Phatr3_J49605,19,56,16,39,30,23,33,32
Phatr3_J49606,67,76,61,87,114,80,105,140
Phatr3_J49607,543,346,505,397,438,477,192,256
Phatr3_J49608,4183,3840,3810,5796,6692,6462,1939,2071
Phatr3_EG00315,14,6,4,19,9,9,39,58
Phatr3_J40354,303,150,403,454,592,583,178,202
Phatr3_J55073,4211,2760,1440,1665,2127,1637,1018,1086
Phatr3_EG00323,0,0,0,0,0,0,0,0
Phatr3_J49610,2108,2367,1168,1428,1545,1189,689,829
Phatr3_J16140,10333,10068,10905,13477,14156,12633,3216,3626
Phatr3_J49612,140,114,129,25,53,79,87,86
Phatr3_J49613,399,394,502,271,566,505,665,748
Phatr3_EG00317,0,0,0,4,0,0,7,3
Phatr3_J40360,509,341,187,294,271,309,174,238
Phatr3_J16067,1449,849,804,763,782,782,3198,3354
Phatr3_J40362,99,65,67,53,67,71,640,587
Phatr3_J49616,1024,676,800,592,739,707,1732,1985
Phatr3_J49617,2585,1077,1578,1712,1333,1702,4654,5504
Phatr3_J49618,3697,2989,2748,3962,4559,3813,1686,1792
Phatr3_EG00305,0,1,0,9,4,2,0,2
Phatr3_EG00300,3,5,3,2,2,3,4,0
Phatr3_J30486,120,336,165,690,383,157,80,133
Phatr3_J49620,1193,786,941,1247,1213,1011,812,1008
Phatr3_J40368,735,572,890,699,1006,763,698,886
Phatr3_J40369,520,366,333,426,462,532,269,267
Phatr3_J49621,301,242,256,202,194,204,133,201
Phatr3_J23365,732,591,927,1244,1381,1096,718,781
Phatr3_J49624,155,111,107,140,177,99,198,267
Phatr3_J49625,20,42,24,79,46,18,54,56
