gene_name,Asn_1,Asn_2,Asn_3,Nitrate_1,Nitrate_2,Nitrate_3,Ni_N1,Ni_N2,Ni_N3,Ni_SM1,Ni_SM2,Ni_SM3
Phatr3_EG01753,11,9,19,6,10,13,10,6,5,3,10,33
Phatr3_J42498,1307,911,1459,491,821,567,827,671,1086,1500,1998,2674
Phatr3_EG01826,1291,895,1781,846,637,759,724,791,997,2056,2084,6435
Phatr3_J42500,1027,908,1356,511,624,714,850,767,922,2052,2189,3611
Phatr3_J42501,1788,1514,2241,834,1389,987,1381,1037,1484,2759,3581,5597
Phatr3_EG01854,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG01855,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J42502,110,83,140,71,82,86,68,73,103,82,84,207
Phatr3_J42503,900,972,1290,666,742,491,893,823,1193,405,542,1099
Phatr3_J8683,143,117,164,255,77,85,101,63,247,695,732,1915
Phatr3_J42504,543,669,476,862,1438,700,1426,1140,1894,494,667,666
Phatr3_EG01833,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J42505,2574,1951,2822,1382,2065,1577,2044,1972,2892,1138,1265,2277
Phatr3_J31508,552,472,680,249,442,384,471,350,646,207,258,432
Phatr3_EG02200,5,6,3,5,2,3,2,4,5,9,5,16
Phatr3_EG02192,16785,14546,24194,21037,21037,16419,24930,16335,25995,5101,6722,12203
Phatr3_J42507,807,697,993,787,907,698,1053,826,1276,1608,1783,3932
Phatr3_J31511,621,378,851,591,374,397,472,501,664,466,524,1516
Phatr3_J1598,1422,1019,1808,985,1216,913,1227,1326,1941,1599,1836,4114
Phatr3_J42510,237,323,344,345,430,189,373,283,553,8918,8892,21833
Phatr3_EG01794,152,110,237,94,86,109,142,146,153,507,566,1823
Phatr3_EG01884,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J42512,3206,1929,4154,1554,1748,1912,2226,2016,2809,3751,3896,12697
Phatr3_EG01811,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG01762,0,0,0,0,0,0,0,0,0,0,1,0
Phatr3_J42513,1413,838,1721,811,941,580,1179,1026,1199,1711,1698,4453
Phatr3_J42514,62,192,184,81,36,115,174,36,74,956,1191,4104
Phatr3_J31518,0,0,0,0,0,0,0,0,0,0,5,0
Phatr3_J42515,3120,2765,5122,2063,1825,2248,2534,1820,2529,1200,1579,2141
Phatr3_J53939,3401,3098,5148,3174,3445,2553,3824,3043,4535,1442,1911,3544
Phatr3_J24353,4192,7070,6019,4396,6630,2367,8100,4685,8218,2246,2774,4366
Phatr3_J42518,492,389,709,478,518,447,472,484,626,1889,2048,4565
Phatr3_J42519,724,444,1014,615,459,534,595,601,649,544,621,1615
Phatr3_J17226,1167,954,1692,985,1100,966,1209,1085,1562,1140,1372,2810
Phatr3_J31525,1083,958,1111,657,1142,809,1288,932,1466,648,722,1516
Phatr3_J42521,238,170,332,164,200,196,179,220,268,210,276,364
Phatr3_J17228,1675,1435,1958,887,1463,1246,1476,1303,1944,764,928,1326
Phatr3_J42523,972,945,1127,704,1151,667,1125,868,1405,3378,4020,5935
Phatr3_J31529,172,144,200,121,169,166,196,186,247,140,179,235
Phatr3_J24362,486,359,540,378,546,332,513,437,705,221,231,348
Phatr3_J6528,792,639,994,455,667,441,641,705,950,367,453,594
Phatr3_J17238,2038,2293,2461,1013,1607,791,1884,1349,2177,818,1031,1663
Phatr3_EG02195,0,0,0,0,0,0,0,0,0,0,1,0
Phatr3_EG02474,0,0,0,0,0,0,1,0,0,0,0,1
Phatr3_EG01778,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J31535,0,1,0,0,1,0,0,0,0,1,0,1
Phatr3_J42527,878,838,1064,688,930,564,955,815,1180,766,856,1429
Phatr3_J31537,0,0,0,0,0,0,0,0,0,6,8,12
Phatr3_J31539,102,123,156,164,177,106,167,178,243,401,479,1139
Phatr3_J42528,12,11,8,3,3,2,6,8,1,4,12,13
Phatr3_EG01769,0,0,4,8,0,0,6,1,3,2,5,2
Phatr3_J42529,270,272,342,263,452,269,444,353,455,631,780,1100
Phatr3_J42530,24,35,63,43,25,13,46,32,34,28,33,147
Phatr3_J42531,472,514,634,431,464,457,548,465,606,2222,2437,5648
Phatr3_J31544,1967,1632,2492,1599,2094,1216,2625,1825,2873,2126,2347,6132
Phatr3_J9386,3,7,25,3,8,4,16,7,3,5,21,8
Phatr3_EG01806,3,5,6,0,10,0,8,4,5,25,30,77
Phatr3_EG01807,990,731,1121,626,650,712,679,694,1004,1093,1179,3540
Phatr3_J9180,2206,1558,2924,1555,1767,1105,2332,2130,3212,2093,2025,5703
Phatr3_J42534,745,512,1081,872,511,742,698,551,687,404,414,1078
Phatr3_J42535,521,291,527,400,406,315,280,377,505,310,374,757
Phatr3_J9538,9600,11850,11546,4659,7985,1564,8424,6305,11009,3784,4726,6402
Phatr3_EG01766,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG01776,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG01784,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J42537,5,6,11,9,12,1,8,13,9,43,27,50
Phatr3_J51345,524,546,682,477,542,263,633,441,682,238,270,516
Phatr3_J42538,66,52,125,63,29,9,36,28,52,131,207,535
Phatr3_J42539,502,418,733,342,367,315,410,485,593,343,361,797
Phatr3_J9342,1780,1484,2492,1203,1199,1303,1490,1456,2096,1355,1498,4028
Phatr3_J31556,1165,970,1561,890,1202,1082,1146,1143,1719,1220,1447,4108
Phatr3_EG02412,1724,1177,2149,1509,1331,1351,1466,1393,2286,1169,1423,2892
Phatr3_J31559,322,269,544,376,348,228,351,310,467,264,368,635
Phatr3_J42543,4054,3787,4191,4624,7870,2948,7195,5885,9270,3670,4370,5981
Phatr3_J9185,1954,1497,2605,1785,2068,1486,2232,2690,3847,7185,7333,22178
Phatr3_EG02183,1069,969,1204,958,1189,745,1218,1097,1701,582,628,1013
Phatr3_EG02182,1631,1445,2065,1079,1395,1288,1487,1134,2017,1415,1809,3231
Phatr3_J42546,996,878,1251,712,1014,584,976,817,1391,221,311,674
Phatr3_J42547,4168,3466,4325,2553,3849,3944,4544,2993,5341,2225,3078,3022
Phatr3_J42548,223,242,275,104,191,18,138,169,257,160,158,465
Phatr3_J17259,2481,2139,3436,1963,2546,1946,2648,2342,3378,1562,1921,3842
Phatr3_J3062,1275,917,1673,796,890,655,1011,962,1255,799,809,3030
Phatr3_J17265,405,580,655,763,781,757,1160,667,899,829,827,3339
Phatr3_J9546,387,351,572,281,372,462,460,333,467,385,441,861
Phatr3_J42552,751,606,958,379,615,578,759,647,849,747,922,1836
Phatr3_EG01787,81,64,87,69,97,66,76,59,81,40,54,169
Phatr3_J83,1752,1227,2154,1017,1439,1444,1601,1443,1757,1111,1238,2380
Phatr3_J31571,731,493,1208,458,435,570,463,438,754,678,668,2323
Phatr3_J42555,865,598,1097,630,770,576,775,733,980,1460,1647,3612
Phatr3_J42556,444,544,539,142,140,25,228,205,349,169,255,321
Phatr3_J42557,768,629,913,484,345,179,377,444,601,490,519,1317
Phatr3_J5762,420,523,610,236,467,209,399,289,432,368,385,763
Phatr3_J42559,1460,1455,1835,1152,1466,701,1545,1345,2044,642,851,1274
Phatr3_J42560,1724,1189,1912,609,770,642,970,654,1047,2757,2981,6530
Phatr3_J31578,355,276,474,248,285,335,366,335,526,678,809,2209
Phatr3_J42561,108,76,128,87,82,125,120,91,128,237,291,674
Phatr3_J17276,1944,2283,3256,1695,2478,1918,2543,1759,2470,1195,1606,2393
Phatr3_J42563,993,832,1304,493,708,297,799,730,1160,345,366,761
Phatr3_J42564,271,161,345,808,916,367,1106,868,1517,1066,1352,2078
Phatr3_J42565,1537,1476,1595,1223,1480,547,1697,1509,2392,520,611,621
EPrPhatr3G00000013101,1,0,0,3,6,0,4,4,1,34,51,124
Phatr3_J31584,449,433,789,478,614,305,768,498,685,1015,877,3595
Phatr3_J42566,33322,24936,35381,32552,44930,31628,45271,39362,56062,18685,23004,33134
Phatr3_J42567,1782,2561,2758,1028,1505,1098,2153,1130,1708,2406,2607,6436
Phatr3_EG02435,327,126,389,451,296,62,666,796,1119,804,932,4327
Phatr3_EG02436,42,27,50,31,4,8,17,3,13,86,109,271
Phatr3_J42570,1803,2248,2419,452,624,12,488,628,1000,248,357,961
Phatr3_EG02165,2141,1125,2578,2402,2090,1358,1389,1817,2713,617,667,1444
Phatr3_EG02170,820,508,1073,439,555,501,647,544,779,184,201,527
Phatr3_EG02437,1074,1199,1650,449,551,263,576,528,743,339,419,1010
Phatr3_J9444,1634,1427,1699,1249,2030,1750,2011,1640,2804,531,682,1116
Phatr3_J42574,10050,9029,10972,6534,11126,12135,12223,8101,13876,2329,3085,4961
Phatr3_J31594,533,415,466,491,658,442,465,555,925,357,462,757
Phatr3_J3211,827,646,904,500,506,597,712,661,986,459,485,1109
Phatr3_J42576,21,10,26,34,19,18,29,15,17,152,177,271
Phatr3_J42577,4775,2768,4512,3403,4674,3401,5813,4816,7378,1021,1282,3069
Phatr3_J42578,204,213,290,147,188,184,273,159,256,489,488,868
Phatr3_J31599,1030,845,1016,912,1025,689,1202,1091,1793,839,999,2227
Phatr3_J9321,2052,1629,2641,867,1364,1028,1844,1438,1853,1407,1505,2779
Phatr3_EG01858,197,85,313,156,246,213,187,189,243,176,345,691
Phatr3_J51305,46865,22734,35914,49243,87571,33690,84996,73655,123767,2266,3434,8624
Phatr3_J42584,2657,1705,3037,1605,1889,1586,1739,2015,2627,918,1084,2785
Phatr3_EG02197,329,342,426,224,381,90,382,293,444,171,218,293
Phatr3_EG02191,141,125,170,144,121,143,141,113,159,169,203,368
Phatr3_J42585,152,154,187,55,73,9,82,78,85,107,95,242
Phatr3_J42586,68,36,89,35,29,32,36,26,32,1485,1328,5481
Phatr3_J42587,1458,1039,1915,583,920,993,1015,958,1220,1606,1670,3418
Phatr3_J42588,1880,1382,2351,844,1272,1067,1515,1267,1876,1726,2121,3803
Phatr3_J17300,2668,2214,2951,1420,1891,1628,1730,1806,2849,848,1026,1666
Phatr3_J42590,5676,5110,6670,4222,6163,5944,7047,4751,8860,1857,2365,3854
Phatr3_J42591,1315,963,1928,680,1020,679,1041,892,1272,2301,2332,5335
Phatr3_J42592,1831,1359,2189,1089,1471,906,1992,1267,1803,1001,1027,2359
Phatr3_J42593,1250,1247,1835,696,1074,667,1283,1125,1624,1203,1218,3134
Phatr3_J42594,138,114,216,162,129,63,150,128,172,218,231,751
Phatr3_J42595,517,403,726,330,351,328,369,345,528,722,756,1626
Phatr3_J31617,397,516,596,233,206,51,223,246,385,167,192,503
Phatr3_J42596,1412,1213,1844,784,1011,794,1072,925,1466,1813,1664,4456
Phatr3_J31619,877,948,1106,1206,892,701,914,828,1239,583,612,1175
Phatr3_J31620,1087,1144,1472,1288,1502,1027,1498,1237,1868,450,476,875
Phatr3_EG01797,1529,1213,1907,949,1292,826,1277,1117,1700,475,591,1168
Phatr3_J974,1602,1515,2184,979,1569,760,1859,1643,1955,1274,1150,3438
Phatr3_J17304,1679,2083,1998,858,1553,252,1455,1183,2002,816,1003,1616
Phatr3_J9283,1160,1083,1379,631,844,200,898,815,1329,940,923,2355
Phatr3_J42600,3400,2037,4102,2614,1808,1466,2312,2346,3131,2198,2480,7636
Phatr3_J31625,426,585,658,277,324,147,525,361,537,372,523,1263
Phatr3_J9653,1295,1249,1573,1022,1505,1033,1759,1323,2113,1702,2144,4210
Phatr3_J24439,1415,1323,1837,1056,1240,803,1363,1242,1738,1261,1364,3921
Phatr3_J42603,95,28,73,158,236,145,213,294,433,1213,1197,3503
Phatr3_J42604,246,246,393,287,271,559,550,181,294,1754,2010,3357
Phatr3_J42605,376,332,396,323,331,246,355,294,411,1206,1367,2740
Phatr3_EG01879,648,752,777,615,943,414,984,673,1100,790,949,2234
Phatr3_J42606,2534,2183,2656,1568,2420,1779,2653,1884,3467,1473,1718,3636
Phatr3_J8167,607,429,785,694,733,314,685,740,1036,878,1021,2260
Phatr3_J31632,715,545,713,547,677,380,701,848,1286,1939,2266,4902
Phatr3_J9123,1979,1368,2544,1277,1440,1220,1667,1506,2208,2214,2324,7640
Phatr3_J42608,476,330,398,409,335,389,345,409,660,281,273,954
Phatr3_J42609,593,523,784,283,447,292,445,390,568,240,295,504
Phatr3_EG02202,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG02185,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J8835,1764,1872,2475,1518,2120,1367,2287,1697,2703,1359,1694,3023
Phatr3_J42611,954,765,1272,793,875,656,829,888,1276,2499,2957,5120
Phatr3_J42612,12474,10181,14515,13462,16087,11055,17342,14504,22481,4629,6109,7858
Phatr3_J42613,532,374,610,242,243,200,370,323,490,373,409,1059
Phatr3_J42614,2139,1394,2894,1290,1116,1280,1325,1362,1564,679,758,2399
Phatr3_J3241,3598,2827,4429,2689,3421,2340,3715,3218,4595,1682,1838,3789
Phatr3_J42616,1389,925,1921,1206,950,636,1255,990,1035,717,670,2224
Phatr3_J9327,1222,827,1080,779,1450,696,1295,1166,1949,2774,2651,6944
Phatr3_EG01793,32,28,39,14,29,2,24,17,32,6,9,22
Phatr3_J17324,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J9199,5540,6734,6630,5233,8105,2004,7378,6631,10666,1809,2254,3049
Phatr3_J42619,831,763,1130,653,903,794,1194,813,1226,1176,1224,2373
Phatr3_J17326,42,84,154,56,124,59,83,45,63,10,55,43
Phatr3_EG01749,7,19,107,23,38,12,23,7,16,7,18,18
Phatr3_J31649,765,639,997,881,860,511,985,761,1174,588,654,1368
Phatr3_J31650,1973,1683,2125,738,653,2270,1392,631,982,632,823,1578
Phatr3_J41659,1131,1087,1233,908,1180,52,560,968,1661,441,614,1002
Phatr3_J31652,1003,586,1162,1051,1100,1010,1096,1192,1617,388,407,751
Phatr3_J17332,2489,2454,3107,2659,2698,1190,2955,2905,4249,1941,2150,4358
Phatr3_J4761,1314,923,1851,738,839,710,1022,895,1172,305,369,531
Phatr3_J42624,3620,2365,4858,2643,2431,2267,2930,2631,3533,1805,2132,5302
Phatr3_J42625,1819,1246,1856,1421,1583,1334,1712,1452,2544,1338,1495,2199
Phatr3_J31657,13,21,15,5,17,12,13,3,19,22,25,103
Phatr3_J31658,88,83,102,50,96,58,79,58,69,105,141,338
Phatr3_J42626,971,1007,1385,453,445,53,505,532,754,1536,1637,6629
Phatr3_J17335,387,157,277,378,501,173,384,385,687,1222,1292,2699
Phatr3_J3851,497,280,548,804,576,932,578,453,654,4464,4709,13344
Phatr3_J31662,596,535,686,441,516,266,579,461,688,219,254,612
Phatr3_J31663,488,420,637,366,362,385,457,388,548,478,518,1379
Phatr3_J8877,312,427,530,230,359,286,409,239,442,194,221,474
Phatr3_J31665,916,961,1336,581,590,458,588,531,766,760,878,1821
Phatr3_J3171,1492,1410,2120,1203,1452,1043,1711,1407,2227,920,1083,1917
Phatr3_J17344,3708,4631,4435,1107,1293,1706,1724,1051,1881,831,898,1470
Phatr3_J24474,2767,2953,3662,2698,3675,3137,3917,2747,4373,1473,2057,2392
Phatr3_J9278,330,259,514,242,203,189,299,266,319,211,279,680
Phatr3_J42635,1017,832,1335,1098,975,517,988,1046,1632,443,443,1059
Phatr3_J42636,1108,882,1444,678,959,377,922,920,1309,593,640,1261
Phatr3_EG01869,5978,4990,6036,7938,10055,4490,9667,8319,12403,5011,5704,11029
Phatr3_J42638,2648,2317,3860,1773,2420,1245,2205,1736,2954,1596,1991,3281
Phatr3_EG01841,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG01822,1961,1977,2573,842,1010,126,1064,1173,1653,642,632,1304
Phatr3_J53961,70,56,104,22,48,44,25,44,47,36,40,100
Phatr3_J8407,1238,794,1549,722,775,672,888,848,1147,2069,2179,7329
Phatr3_J42642,373,306,356,214,244,140,291,212,308,249,217,377
Phatr3_J42643,1858,1201,2358,1146,1457,857,1525,1410,1710,1207,1327,2815
Phatr3_J42644,389,204,572,265,275,83,296,374,458,750,778,2991
Phatr3_J42645,249,166,278,191,240,179,237,236,314,159,253,464
Phatr3_J42646,564,471,682,416,624,401,637,524,850,261,339,740
Phatr3_J42647,1373,869,1880,1511,1152,455,1218,1639,2301,384,397,1188
Phatr3_J31683,77547,82255,86946,77040,114816,57995,121018,94739,159548,18322,21775,37786
Phatr3_J31684,270,320,411,262,317,163,312,329,432,361,388,676
Phatr3_EG01814,266,215,363,187,246,167,287,193,307,216,265,637
Phatr3_J42649,568,581,766,503,680,498,782,504,754,441,655,1013
Phatr3_J42650,1598,1204,1802,1256,1501,978,1664,1484,2182,891,793,2401
Phatr3_J17362,1700,1462,2054,1692,2088,1827,2368,1639,2526,1751,1988,3158
Phatr3_J24493,882,1247,1292,646,834,294,1042,751,1158,3236,3458,8728
Phatr3_EG02175,1,1,1,4,9,2,5,2,8,13,9,14
Phatr3_EG02169,1132,860,1654,774,618,784,738,717,999,1305,1677,3651
Phatr3_EG02171,1567,1099,1973,1324,1357,1275,1407,1545,2008,624,708,1702
Phatr3_J42654,1932,1795,2476,1517,1932,1077,2072,1722,2549,968,1131,1410
Phatr3_EG01818,672,482,930,473,522,412,602,605,757,853,874,2589
Phatr3_J9639,315,315,388,234,381,244,465,311,456,312,346,487
Phatr3_J42656,258,314,511,389,341,283,398,343,514,2550,2858,6216
Phatr3_J31693,77,61,88,145,225,47,213,156,349,2186,2888,2999
Phatr3_J8663,634,733,900,557,589,418,630,514,798,932,1174,2118
Phatr3_J9197,648,749,920,634,757,202,840,555,754,423,515,717
Phatr3_J9168,215,362,388,288,362,145,421,248,362,135,215,486
Phatr3_J17372,753,901,1022,734,873,504,1068,669,1138,527,669,847
Phatr3_J42658,849,669,1151,531,632,500,819,641,1010,501,605,1443
Phatr3_J42659,1746,1819,2095,2100,3265,1039,2782,2274,3709,1682,1987,3289
Phatr3_J5466,1455,1337,1512,2017,2508,757,2388,2179,2980,602,690,2303
Phatr3_J42660,304,269,344,299,334,201,348,313,437,548,544,1194
Phatr3_EG01774,273,174,354,191,208,210,213,215,274,138,182,497
Phatr3_J53964,1738,1341,2188,1043,1342,909,1391,1310,1953,2503,2557,6018
Phatr3_J42663,1455,1276,1955,1058,1358,1216,1443,1177,1830,901,1055,1746
Phatr3_EG02403,3404,2918,3831,2142,2701,1026,2797,2541,4300,1149,1447,2524
Phatr3_EG01821,6,4,10,5,9,1,9,4,9,10,8,72
Phatr3_J31704,606,533,570,706,926,333,916,620,1060,233,254,426
Phatr3_EG01809,67,74,64,29,58,36,61,52,85,29,45,97
Phatr3_EG02479,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG02434,850,911,854,630,940,245,927,823,1426,501,599,861
Phatr3_J42668,693,646,955,386,574,468,707,536,845,385,497,987
Phatr3_J5889,708,637,1153,719,652,663,868,861,1200,677,856,1827
Phatr3_J42670,354,397,456,299,429,121,364,338,490,202,241,465
Phatr3_J42671,476,464,714,349,391,399,523,437,561,205,268,502
Phatr3_J42672,958,1021,1209,449,650,345,755,706,1089,460,557,783
Phatr3_J42673,3776,3242,4457,2243,3741,2144,3433,3058,5227,1288,1518,2376
Phatr3_J31713,273,317,393,255,419,144,343,317,405,154,161,384
Phatr3_J8658,1962,1347,2257,1016,1104,870,1152,1182,1678,907,936,2239
Phatr3_J42675,1519,1331,1852,1180,1542,735,1559,1416,2118,865,959,2233
Phatr3_J42676,287,330,319,235,290,102,336,290,363,284,336,621
Phatr3_J42677,2621,1886,2844,2755,2794,2270,3463,2806,4780,1093,1191,2081
Phatr3_J31718,1458,2053,1974,584,581,31,541,581,1133,363,425,889
Phatr3_J53967,142,142,185,78,90,114,146,63,101,912,1189,1807
Phatr3_J9164,783,842,1088,766,886,630,1112,677,1007,426,555,680
Phatr3_J42680,375,313,617,295,362,380,411,332,479,158,160,567
Phatr3_J31722,243,225,397,214,194,196,237,231,323,264,216,650
Phatr3_J9251,1182,773,1428,875,931,839,877,862,1145,756,894,1205
Phatr3_J17401,3778,3517,4423,2674,2793,1959,3386,2728,4432,1485,1712,3158
Phatr3_J31725,941,1180,1323,222,390,31,323,360,544,356,411,1424
Phatr3_J42683,1195,1031,1572,604,920,493,763,775,972,2133,2295,4983
Phatr3_J1550,1469,1163,1776,753,1044,720,1115,1046,1542,523,690,1304
Phatr3_J42685,248,161,355,194,169,189,202,188,258,634,625,939
Phatr3_J42686,34,37,46,33,72,42,55,31,49,163,195,255
Phatr3_J42687,1312,1013,1822,788,1068,788,1160,1007,1520,1703,1837,3265
Phatr3_J31731,1044,830,1432,673,839,430,740,1007,1581,862,960,1317
Phatr3_EG02466,1887,1554,2718,1198,1679,1840,2169,1805,2368,1719,2190,3252
Phatr3_J42689,15697,8949,18995,6853,7692,5426,10108,8169,10104,5656,6280,14078
Phatr3_J42690,624,382,857,427,523,362,652,594,767,1799,1651,5443
Phatr3_J53969,2924,1320,2801,1598,2213,1600,2338,1964,2396,641,744,1685
Phatr3_J17408,2806,2094,3339,1777,2133,1799,2261,2191,3123,1339,1428,3328
Phatr3_J6915,1732,927,1879,685,655,632,858,810,1202,419,581,813
Phatr3_J42694,1992,1373,2350,963,1237,1249,1525,1225,1774,982,1203,2419
Phatr3_J41667,829,581,996,554,814,682,711,715,1030,654,821,1736
Phatr3_J31740,330,329,498,267,301,190,318,275,355,186,200,343
Phatr3_J31741,78,88,112,82,120,38,93,65,104,74,71,56
Phatr3_J8976,2118,2353,3400,2098,2436,767,2452,2197,3199,1189,1475,2464
Phatr3_EG02477,20474,23053,26177,21270,24969,8090,25458,25130,36834,6194,8061,11936
Phatr3_J42697,3953,2912,4336,2539,2930,3570,2738,3318,4750,1137,1166,2213
Phatr3_J42698,841,633,886,403,600,401,559,547,823,419,440,585
Phatr3_J42699,369,412,475,209,369,376,555,343,505,446,434,909
Phatr3_J24547,2015,1958,2135,1371,2206,1757,2249,1693,2917,1558,1752,2739
Phatr3_J31748,996,735,1190,691,737,700,869,940,1331,371,425,573
Phatr3_J42701,581,461,673,394,632,510,603,536,746,441,528,899
Phatr3_EG02470,280,282,399,739,688,368,845,639,927,496,449,1249
Phatr3_J9200,2113,1741,3188,1599,1600,1194,1693,1719,2396,4086,4398,11895
Phatr3_EG02473,333,333,401,347,379,222,350,284,442,647,716,1346
Phatr3_J31753,134,124,188,151,162,110,126,120,148,116,151,379
Phatr3_EG02172,926,1275,1484,763,1059,476,1387,976,1405,1239,1343,2894
Phatr3_EG02178,897,973,1561,878,717,394,1133,670,983,1177,1245,3927
Phatr3_J9277,183,185,207,141,174,242,208,134,222,662,770,1378
Phatr3_J42708,172,127,197,88,79,220,153,101,162,366,433,997
Phatr3_J9547,709,579,895,530,666,481,490,585,903,450,538,1198
Phatr3_J8720,3080,3494,3663,4196,5805,950,5336,4675,7180,1392,1806,2960
Phatr3_EG01773,2653,2299,2970,4140,4834,771,4752,4155,6186,1201,1487,3002
Phatr3_J9427,127,122,139,146,218,89,165,177,244,299,333,1043
Phatr3_J9490,1775,1493,2116,882,921,474,1011,1315,1921,2355,2241,5490
Phatr3_J42712,6372,4753,8626,5736,6077,3064,6159,6002,8897,6395,7384,16092
Phatr3_J31763,538,435,753,390,482,330,381,446,674,263,369,766
Phatr3_J31764,297,243,369,135,191,166,235,191,240,1364,1556,2959
Phatr3_J8686,23468,21323,38199,25077,21445,9225,22538,24850,31812,7812,9264,31359
Phatr3_EG02471,1750,1301,2432,1112,1258,1388,1589,1524,2135,1661,1617,4070
Phatr3_J6927,1111,1063,1565,751,861,651,927,913,1166,923,1095,2398
Phatr3_J31768,965,1031,1143,862,881,96,851,1012,1449,309,310,699
Phatr3_J6258,1272,1470,1396,435,700,14,498,693,1065,172,159,515
Phatr3_J8940,779,807,851,560,854,750,1113,787,1147,290,368,448
Phatr3_J9011,747,620,903,640,712,505,788,746,953,436,476,1084
Phatr3_J31772,101,58,101,91,88,124,122,85,120,217,236,361
Phatr3_J42720,1257,958,1624,816,1032,934,1192,1111,1639,458,648,1027
Phatr3_J42721,4219,3449,5072,2568,4351,3976,4782,3447,5791,1235,1464,2279
Phatr3_J42722,892,825,1637,708,592,424,946,592,859,765,904,1653
Phatr3_EG02478,116,156,206,91,173,104,242,167,235,151,182,296
Phatr3_EG02480,13,36,102,23,47,20,51,9,17,12,35,69
Phatr3_EG02433,2008,1584,2933,1742,1931,1605,2240,1768,2831,886,1082,2408
Phatr3_J1784,458,617,619,629,860,748,1084,653,908,2095,2365,5488
Phatr3_J31778,703,656,1007,618,582,712,784,655,1006,683,851,1457
Phatr3_J8717,686,670,813,677,1015,399,900,753,1199,855,1022,2230
Phatr3_J42726,4661,3896,5040,2157,3993,4158,3531,3439,6401,978,1194,1597
Phatr3_J31781,242,194,331,97,142,274,147,143,250,39,45,160
Phatr3_J3362,2588,1902,2916,1657,1925,1172,1905,1846,2659,3321,3641,9307
Phatr3_J8950,6524,4923,8648,6713,8789,5244,9346,6901,10972,2112,2826,4466
Phatr3_EG01868,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J42729,964,840,1297,495,679,198,736,751,995,706,653,1901
Phatr3_EG02463,1888,1541,2302,1522,1602,1675,1771,1790,2659,2184,2458,5763
Phatr3_J8657,765,527,866,451,418,433,528,514,752,468,521,891
Phatr3_J42732,223,172,312,268,332,260,242,309,428,216,265,567
Phatr3_J9040,1493,1587,1539,1754,3005,1317,2750,1896,3313,1612,1955,3614
Phatr3_J9255,1780,1753,2213,1643,1849,711,1889,1948,2927,711,804,1271
Phatr3_J42734,212,216,240,435,792,535,1011,536,832,325,533,718
Phatr3_J42735,1415,1075,1810,997,1014,618,1172,1217,1460,695,877,1888
Phatr3_EG02467,893,665,1026,682,754,680,773,771,1057,651,711,1136
Phatr3_J3527,438,297,470,329,396,211,379,461,699,513,570,1206
Phatr3_EG02468,598,591,952,512,591,386,634,510,761,949,1060,2675
Phatr3_EG02476,673,578,829,579,639,400,698,696,911,527,497,1362
Phatr3_J42740,520,414,697,401,457,411,506,532,714,598,668,1454
Phatr3_EG02469,943,777,1071,698,1166,880,1012,834,1412,776,897,1317
Phatr3_J42742,4737,3751,7719,8235,5957,3854,7314,6517,9013,3242,3964,11950
Phatr3_J42743,1322,1118,1886,747,1149,1539,1310,1024,1558,400,437,928
Phatr3_EG01876,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J42744,197,187,274,134,201,194,297,242,371,197,241,360
Phatr3_J8917,582,535,755,459,634,680,815,646,904,449,626,844
Phatr3_J42746,231,186,406,293,407,375,437,342,451,340,338,821
Phatr3_J24610,14997,16407,17346,15908,25135,13029,25944,19278,31954,3928,4651,7236
Phatr3_EG01852,5214,4614,6169,5161,6702,4541,6871,6302,9074,2212,3102,3635
Phatr3_J9266,184,142,312,176,215,98,197,214,229,58,74,120
Phatr3_J42749,2497,1962,3109,1802,2363,1866,2385,2168,3215,1404,1597,2785
Phatr3_J42750,1075,710,1230,628,886,575,718,842,1333,291,372,873
Phatr3_EG02465,1635,1074,2022,1174,1141,1028,1265,1570,2051,3138,3187,9649
Phatr3_EG02475,1028,756,1542,803,603,612,756,809,1022,1375,1396,4604
Phatr3_EG02481,1404,1223,1598,825,1286,630,1575,1109,1230,467,465,627
Phatr3_EG02472,2262,1863,3415,1516,1526,1065,1849,1871,2487,1406,1492,4173
Phatr3_J31810,237,266,336,230,391,157,365,263,376,1114,1503,1678
Phatr3_J31811,2162,1931,2727,2414,2873,645,2343,2617,3903,1013,1144,2561
Phatr3_J41676,1161,793,868,1743,2977,689,2614,2231,3809,375,527,760
Phatr3_J42754,3365,2971,4128,2291,2973,1970,3271,2908,4543,1544,1919,3417
Phatr3_J42755,2826,3455,3817,861,1022,1283,1304,1835,3687,2317,2839,5717
